sen_id,tpsf_id,sen_pos_in_text,sen_text
320630573900060763599635958882758864004,66,9,|I was and still am really invested in the swiss politics regarding refugees and integ|
320630573900060763599635958882758864004,67,9,|I was and still am really invested in the swiss politics regarding refugees and |
320630573900060763599635958882758864004,68,9,|I was and still am really invested in the swiss politics regarding refugees and thei ^r|
320630573900060763599635958882758864004,69,9,|I was and still am really invested in the swiss politics regarding refugees and thei|
320630573900060763599635958882758864004,70,9,|I was and still am really invested in the swiss politics regarding refugees and their integration.|
320630573900060763599635958882758864004,71,9,"|I was, and still am really invested in the swiss politics regarding refugees and their integration.|"
320630573900060763599635958882758864004,72,9,"|I was, and still am, really invested in the swiss politics regarding refugees and their integration.|"

320630696703712660709359228875881884804,73,10,|The suffering of human|
320630696703712660709359228875881884804,74,10,|H|
320630696703712660709359228875881884804,75,10,|How humans have to suffer durin |
320630696703712660709359228875881884804,76,10,|How humans have to suffer durin|
320630696703712660709359228875881884804,77,10,"|How humans have to suffer during their decision to flee, their flight and the difficult start a|"
320630696703712660709359228875881884804,78,10,"|How humans have to suffer during their decision to flee, their flight and the difficult start |"
320630696703712660709359228875881884804,79,10,"|How humans have to suffer during their decision to flee, their flight and the difficult start in a new o|"
320630696703712660709359228875881884804,80,10,"|How humans have to suffer during their decision to flee, their flight and the difficult start in a new |"
320630696703712660709359228875881884804,81,10,"|How humans have to suffer during their decision to flee, their flight and the difficult start in a new country is a concern, that is ver |"
320630696703712660709359228875881884804,82,10,"|How humans have to suffer during their decision to flee, their flight and the difficult start in a new country is a concern, that is ver|"
320630696703712660709359228875881884804,83,10,"|How humans have to suffer during their decision to flee, their flight and the difficult start in a new country is a concern, that is very cls|"
320630696703712660709359228875881884804,84,10,"|How humans have to suffer during their decision to flee, their flight and the difficult start in a new country is a concern, that is very cl|"
320630696703712660709359228875881884804,85,10,"|How humans have to suffer during their decision to flee, their flight and the difficult start in a new country is a concern, that is very close o|"
320630696703712660709359228875881884804,86,10,"|How humans have to suffer during their decision to flee, their flight and the difficult start in a new country is a concern, that is very close |"
320630696703712660709359228875881884804,87,10,"|How humans have to suffer during their decision to flee, their flight and the difficult start in a new country is a concern, that is very close to my heart.|"

320630810792266681250005363579170368644,87,11,|Due to those interests I decidg|
320630810792266681250005363579170368644,88,11,|Due to those interests I decid|
320630810792266681250005363579170368644,89,11,|Due to those interests I decided to apply o|
320630810792266681250005363579170368644,90,11,|Due to those interests I decided to apply |
320630810792266681250005363579170368644,91,11,|Due to those interests I decided to apply for a volunteer project at a refugee organization in |
320630810792266681250005363579170368644,92,11,|Due to those interests I decided to apply for a volunteer project at a refugee organization|
320630810792266681250005363579170368644,93,11,"|Due to those interests I decided to apply for a volunteer project at a refugee organization, where I was alb|"
320630810792266681250005363579170368644,94,11,"|Due to those interests I decided to apply for a volunteer project at a refugee organization, where I was a|"
320630810792266681250005363579170368644,95,11,"|Due to those interests I decided to apply for a volunteer project at a refugee organization, where I was able to teach German to a o|"
320630810792266681250005363579170368644,96,11,"|Due to those interests I decided to apply for a volunteer project at a refugee organization, where I was able to teach German to a |"
320630810792266681250005363579170368644,97,11,"|Due to those interests I decided to apply for a volunteer project at a refugee organization, where I was able to teach German to a young woman from Afghanistan.|"

320630901904653572653993596154713255044,97,12,|After a very short amoutn fo|
320630901904653572653993596154713255044,98,12,|After a very short amou|
320630901904653572653993596154713255044,99,12,|After a very short amount of time|
320630901904653572653993596154713255044,100,12,|After a very short  time|
320630901904653572653993596154713255044,101,12,|After a very short time|
320630901904653572653993596154713255044,102,12,"|After a very short time our relationship developed to much more, than ony|"
320630901904653572653993596154713255044,103,12,"|After a very short time our relationship developed to much more, than on|"
320630901904653572653993596154713255044,104,12,"|After a very short time our relationship developed to much more, than only teaching and learnign |"
320630901904653572653993596154713255044,105,12,"|After a very short time our relationship developed to much more, than only teaching and learni|"
320630901904653572653993596154713255044,106,12,"|After a very short time our relationship developed to much more, than only teaching and learning German|"
320630901904653572653993596154713255044,107,12,"|After a very short time our relationship developed to much more, than justonly teaching and learning German|"
320630901904653572653993596154713255044,108,12,"|After a very short time our relationship developed to much more, than justnly teaching and learning German|"
320630901904653572653993596154713255044,109,12,"|After a very short time our relationship developed to much more, than justly teaching and learning German|"
320630901904653572653993596154713255044,110,12,"|After a very short time our relationship developed to much more, than justy teaching and learning German|"
320630901904653572653993596154713255044,111,12,"|After a very short time our relationship developed to much more, than just teaching and learning German|"
320630901904653572653993596154713255044,112,12,"|After a very short time our relationship developed to much more, than just teaching and learning German, but mo|"
320630901904653572653993596154713255044,113,12,"|After a very short time our relationship developed to much more, than just teaching and learning German, but m|"
320630901904653572653993596154713255044,114,12,"|After a very short time our relationship developed to much more, than just teaching and learning German, but much more of a friendship.|"

320631084129427355461970061305799027844,114,13,|Since abot|
320631084129427355461970061305799027844,115,13,|Since abo|
320631084129427355461970061305799027844,116,13,|Since about three years I support my friend and her |
320631084129427355461970061305799027844,117,13,|Since about three years I support my friend|
320631084129427355461970061305799027844,118,13,"|Since about three years I support my friend, her husbad and their |"
320631084129427355461970061305799027844,119,13,"|Since about three years I support my friend, her husband and their |"
320631084129427355461970061305799027844,120,13,"|Since about three years I support my friend, her husband and their two children in their everyday life in Switzerland.|"
320631084129427355461970061305799027844,121,13,"|Fabout three years I support my friend, her husband and their two children in their everyday life in Switzerland.|"
320631084129427355461970061305799027844,122,13,"|For about three years I support my friend, her husband and their two children in their everyday life in Switzerland.|"
320631084129427355461970061305799027844,123,13,"|For about three years I have been support my friend, her husband and their two children in their everyday life in Switzerland.|"
320631084129427355461970061305799027844,124,13,"|For about three years I have been supporting my friend, her husband and their two children in their everyday life in Switzerland.|"

320631203763952752001119827557164035204,125,14,|Thanky|
320631203763952752001119827557164035204,126,14,|Thank|
320631203763952752001119827557164035204,127,14,|Thanks to h|
320631203763952752001119827557164035204,128,14,|Thanks to |
320631203763952752001119827557164035204,129,14,|Thanks to this friendsho|
320631203763952752001119827557164035204,130,14,|Thanks to this friendsh|
320631203763952752001119827557164035204,131,14,"|Thanks to this friendship and experiences, I was able to see the process of integration |"
320631203763952752001119827557164035204,132,14,"|Thanks to this friendship and experiences, I could unterswas able to see the process of integration |"
320631203763952752001119827557164035204,133,14,"|Thanks to this friendship and experiences, I could unwas able to see the process of integration |"
320631203763952752001119827557164035204,134,14,"|Thanks to this friendship and experiences, I could understand was able to see the process of integration |"
320631203763952752001119827557164035204,135,14,"|Thanks to this friendship and experiences, I could understand as able to see the process of integration |"
320631203763952752001119827557164035204,136,14,"|Thanks to this friendship and experiences, I could understand s able to see the process of integration |"
320631203763952752001119827557164035204,137,14,"|Thanks to this friendship and experiences, I could understand  able to see the process of integration |"
320631203763952752001119827557164035204,138,14,"|Thanks to this friendship and experiences, I could understand able to see the process of integration |"
320631203763952752001119827557164035204,139,14,"|Thanks to this friendship and experiences, I could understand ble to see the process of integration |"
320631203763952752001119827557164035204,140,14,"|Thanks to this friendship and experiences, I could understand le to see the process of integration |"
320631203763952752001119827557164035204,141,14,"|Thanks to this friendship and experiences, I could understand e to see the process of integration |"
320631203763952752001119827557164035204,142,14,"|Thanks to this friendship and experiences, I could understand  to see the process of integration |"
320631203763952752001119827557164035204,143,14,"|Thanks to this friendship and experiences, I could understand to see the process of integration |"
320631203763952752001119827557164035204,144,14,"|Thanks to this friendship and experiences, I could understand o see the process of integration |"
320631203763952752001119827557164035204,145,14,"|Thanks to this friendship and experiences, I could understand  see the process of integration |"
320631203763952752001119827557164035204,146,14,"|Thanks to this friendship and experiences, I could understand see the process of integration |"
320631203763952752001119827557164035204,147,14,"|Thanks to this friendship and experiences, I could understand ee the process of integration |"
320631203763952752001119827557164035204,148,14,"|Thanks to this friendship and experiences, I could understand e the process of integration |"
320631203763952752001119827557164035204,149,14,"|Thanks to this friendship and experiences, I could understand  the process of integration |"
320631203763952752001119827557164035204,150,14,"|Thanks to this friendship and experiences, I could understand the process of integration |"
320631203763952752001119827557164035204,151,14,"|Thanks to this friendship and experiences, I could understand the process and fof integration |"
320631203763952752001119827557164035204,152,14,"|Thanks to this friendship and experiences, I could understand the process and of integration |"
320631203763952752001119827557164035204,153,14,"|Thanks to this friendship and experiences, I could understand the process and diffcof integration |"
320631203763952752001119827557164035204,154,14,"|Thanks to this friendship and experiences, I could understand the process and diffof integration |"
320631203763952752001119827557164035204,155,14,"|Thanks to this friendship and experiences, I could understand the process and difficulties of integration |"
320631203763952752001119827557164035204,156,14,"|Thanks to this friendship and experiences, I could understand the process and the difficulties of integration |"
320631203763952752001119827557164035204,157,14,"|Thanks to this friendship and experiences, I could understand the process and the difficulties of integration and learning a coo|"
320631203763952752001119827557164035204,158,14,"|Thanks to this friendship and experiences, I could understand the process and the difficulties of integration and learning a co|"
320631203763952752001119827557164035204,159,14,"|Thanks to this friendship and experiences, I could understand the process and the difficulties of integration and learning a complete different language.|"

320631607035299949606598178695871245444,159,15,|Bases|
320631607035299949606598178695871245444,160,15,|Base|
320631607035299949606598178695871245444,161,15,|Based on all these experiences and interests I was absolutely thrilled when I found the Bachelor of|
320631607035299949606598178695871245444,162,15,|Based on all these experiences and interests I was absolutely thrilled when I found the Bachelor |
320631607035299949606598178695871245444,163,15,|Based on all these experiences and interests I was absolutely thrilled when I found the Bachelor in language and integration.|
320631607035299949606598178695871245444,164,15,|Based on all these experiences and interests I was absolutely thrilled when I found the achelor in language and integration.|
320631607035299949606598178695871245444,165,15,|Based on all these experiences and interests I was absolutely thrilled when I found the bachelor in language and integration.|

320631656949042333593130862628559957124,163,16,|This Bachelor combines |
320631656949042333593130862628559957124,166,16,|This achelor combines |
320631656949042333593130862628559957124,167,16,|This bachelor combines |
320631656949042333593130862628559957124,168,16,"|This bachelor combines my interests in languages, culture and teah|"
320631656949042333593130862628559957124,169,16,"|This bachelor combines my interests in languages, culture and tea|"
320631656949042333593130862628559957124,170,16,"|This bachelor combines my interests in languages, culture and teaching and allows me to |"
320631656949042333593130862628559957124,171,16,"|This bachelor combines my interests in languages, culture and teaching and |"
320631656949042333593130862628559957124,172,16,"|This bachelor combines my interests in languages, culture and teaching and enabe|"
320631656949042333593130862628559957124,173,16,"|This bachelor combines my interests in languages, culture and teaching and enab|"
320631656949042333593130862628559957124,174,16,"|This bachelor combines my interests in languages, culture and teaching and enables me o |"
320631656949042333593130862628559957124,175,16,"|This bachelor combines my interests in languages, culture and teaching and enables me |"
320631656949042333593130862628559957124,176,16,"|This bachelor combines my interests in languages, culture and teaching and enables me o|"
320631656949042333593130862628559957124,177,16,"|This bachelor combines my interests in languages, culture and teaching and enables me |"
320631656949042333593130862628559957124,178,16,"|This bachelor combines my interests in languages, culture and teaching and enables me to work in the work field of ine|"
320631656949042333593130862628559957124,179,16,"|This bachelor combines my interests in languages, culture and teaching and enables me to work in the work field of in|"
320631656949042333593130862628559957124,180,16,"|This bachelor combines my interests in languages, culture and teaching and enables me to work in the work field of integrai|"
320631656949042333593130862628559957124,181,16,"|This bachelor combines my interests in languages, culture and teaching and enables me to work in the work field of integra|"
320631656949042333593130862628559957124,182,16,"|This bachelor combines my interests in languages, culture and teaching and enables me to work in the work field of integration.|"
320631656949042333593130862628559957124,183,16,"|This bachelor combines my interests in languages, culture and teaching and enables me to work in the field of integration.|"

320631939001300884374172695645023153284,184,17,|Because the bachelor is |
320631939001300884374172695645023153284,185,17,|Because the bachelor |
320631939001300884374172695645023153284,186,17,|Because the bachelor pg|
320631939001300884374172695645023153284,187,17,|Because the bachelor p|
320631939001300884374172695645023153284,188,17,|Because the bachelor program s|
320631939001300884374172695645023153284,189,17,|Because the bachelor program |
320631939001300884374172695645023153284,190,17,|Because the bachelor program is so broad |
320631939001300884374172695645023153284,191,17,|Because the bachelor program is so broad|
320631939001300884374172695645023153284,192,17,"|Because the bachelor program is so broad, it allows a |"
320631939001300884374172695645023153284,193,17,"|Because the bachelor program is so broad, it allows |"
320631939001300884374172695645023153284,194,17,"|Because the bachelor program is so broad, it allows for a huge variety of different careers in the field of ine|"
320631939001300884374172695645023153284,195,17,"|Because the bachelor program is so broad, it allows for a huge variety of different careers in the field of in|"
320631939001300884374172695645023153284,196,17,"|Because the bachelor program is so broad, it allows for a huge variety of different careers in the field of integration.|"

320632106172723789471925018022758362244,196,18,|And i|
320632106172723789471925018022758362244,197,18,|And |
320632106172723789471925018022758362244,198,18,"|And I am sure, that the Swiss integration polic |"
320632106172723789471925018022758362244,199,18,"|And I am sure, that the Swiss integration polic|"
320632106172723789471925018022758362244,200,18,"|And I am sure, that the Swiss integration policy needs|"
320632106172723789471925018022758362244,201,18,"|And I am sure, that the Swiss integration policy |"
320632106172723789471925018022758362244,202,18,"|And I am sure, that the Swiss integration policy is in need of a lot of well-trained specialists to cope with te|"
320632106172723789471925018022758362244,203,18,"|And I am sure, that the Swiss integration policy is in need of a lot of well-trained specialists to cope with t|"
320632106172723789471925018022758362244,204,18,"|And I am sure, that the Swiss integration policy is in need of a lot of well-trained specialists to cope with the migration and |"
320632106172723789471925018022758362244,205,18,"|And I am sure, that the Swiss integration policy is in need of a lot of well-trained specialists to cope with the development of migration and |"
320632106172723789471925018022758362244,206,18,"|And I am sure, that the Swiss integration policy is in need of a lot of well-trained specialists to cope with the development of migration and globalization.|"

320632441307851224810073038713668283524,206,19,|My giald|
320632441307851224810073038713668283524,207,19,|My g|
320632441307851224810073038713668283524,208,19,|My goal is to be a part o |
320632441307851224810073038713668283524,209,19,|My goal is to be a part o|
320632441307851224810073038713668283524,210,19,|My goal is to be a part of |
320632441307851224810073038713668283524,211,19,|My goal is not only to be a part of |
320632441307851224810073038713668283524,212,19,|My goal is not only to be a part of this development but moc|
320632441307851224810073038713668283524,213,19,|My goal is not only to be a part of this development but m|
320632441307851224810073038713668283524,214,19,|My goal is not only to be a part of this development but much more tu si|
320632441307851224810073038713668283524,215,19,|My goal is not only to be a part of this development but much more t|
320632441307851224810073038713668283524,216,19,|My goal is not only to be a part of this development but much more to support the individuals on their way of linguistic integration.|

