sen_id,sen_text,MC,CC,SC,MR,GR
146292728544859973736332154831396711556,"Immerhin verbringt man doch die meiste Zeit seines Lebens mit Arbeiten und da finde ich, lohnt e s",,,SC,,GR
146292728544859973736332154831396711556,"Immerhin verbringt man doch die meiste Zeit seines Lebens mit Arbeiten und da finde ich, lohnt e",,,SC,,GR
146292728544859973736332154831396711556,"Immerhin verbringt man doch die meiste Zeit seines Lebens mit Arbeiten und da finde ich, lohnt es sich, i",,,SC,,GR
146292728544859973736332154831396711556,"Immerhin verbringt man doch die meiste Zeit seines Lebens mit Arbeiten und da finde ich, lohnt es sich, ",,,SC,,GR
146292728544859973736332154831396711556,"Immerhin verbringt man doch die meiste Zeit seines Lebens mit Arbeiten und da finde ich, lohnt es sich, sich damit zu befassen, was man",,,SC,,GR
146292728544859973736332154831396711556,"Immerhin verbringt man doch die meiste Zeit seines Lebens mit Arbeiten und da finde ich, lohnt es sich, sich damit zu befassen, was ",,,SC,,GR
146292728544859973736332154831396711556,"Immerhin verbringt man doch die meiste Zeit seines Lebens mit Arbeiten und da finde ich, lohnt es sich, sich damit zu befassen, was einen wirklich glücklich machen würde.",MC,CC,SC,MR,GR
146292936122645761108896649916546591876,"Ich kenne viele Menschen, die eine Arbeit haben die sie ic",,,SC,,GR
146292936122645761108896649916546591876,"Ich kenne viele Menschen, die eine Arbeit haben die sie ",,,SC,,GR
146292936122645761108896649916546591876,"Ich kenne viele Menschen, die eine Arbeit haben die sie nicht erfüllt.",MC,CC,SC,,GR
146292955929686389674981048302534175876,"Nicht, weil sie n",,,,,GR
146292955929686389674981048302534175876,"Nicht, weil sie ",,,,,GR
146292955929686389674981048302534175876,"Nicht, weil sie das nicht ändrn ",,,,,GR
146292955929686389674981048302534175876,"Nicht, weil sie das nicht änd",,,,,GR
146292955929686389674981048302534175876,"Nicht, weil sie das nicht ändern könnten.",MC,CC,SC,MR,GR
146292995543767646807149845074509343876,Sie sid,,,,,GR
146292995543767646807149845074509343876,Sie si,,,,,GR
146292995543767646807149845074509343876,Sie sind schon zu lange in ihren fest gefahreenen,,,SC,,GR
146292995543767646807149845074509343876,Sie sind schon zu lange in ihren fest gefahre,,,SC,,GR
146292995543767646807149845074509343876,Sie sind schon zu lange in ihren fest gefahrenen Mst,,,SC,,GR
146292995543767646807149845074509343876,Sie sind schon zu lange in ihren fest gefahrenen M,,,SC,,GR
146292995543767646807149845074509343876,"Sie sind schon zu lange in ihren fest gefahrenen Mustern gefangen und trauen sich nicht, mal etwas Neues auszuprobieer",,,SC,,GR
146292995543767646807149845074509343876,"Sie sind schon zu lange in ihren fest gefahrenen Mustern gefangen und trauen sich nicht, mal etwas Neues auszuprobie",,,SC,,GR
146292995543767646807149845074509343876,"Sie sind schon zu lange in ihren fest gefahrenen Mustern gefangen und trauen sich nicht, mal etwas Neues auszuprobieren.",MC,CC,SC,MR,GR
146292995543767646807149845074509343876,"Sie sind schon zu lange in ihren fest gefahrenen Mustern gefangen und trauen sich nicht, einmal etwas Neues auszuprobieren.",MC,CC,SC,MR,GR
146293076356493411356774190489338686596,Sie l,,,,,GR
146293076356493411356774190489338686596,Sie ,,,,,GR
146293076356493411356774190489338686596,Sie geniessen die Routine und hassen sie gel,,,SC,,GR
146293076356493411356774190489338686596,Sie geniessen die Routine und hassen sie g,,,SC,,GR
146293076356493411356774190489338686596,Sie geniessen die Routine und hassen sie gleichzeitig.,MC,CC,SC,MR,GR
146293124685672545058020122551148391556,Die Intetgra,,,,,GR
146293124685672545058020122551148391556,Die Inte,,,,,GR
146293124685672545058020122551148391556,Die Integration i,,,,,GR
146293124685672545058020122551148391556,Die Integration ,,,,,GR
146293124685672545058020122551148391556,Die Integration ujnd ,,,,,GR
146293124685672545058020122551148391556,Die Integration u,,,,,GR
146293124685672545058020122551148391556,Die Integration und Migration in der sCh,,,,,GR
146293124685672545058020122551148391556,Die Integration und Migration in der ,,,,,GR
146293124685672545058020122551148391556,Die Integration und Migration in der Schweiz sind mir ein Herzensal,,,SC,,GR
146293124685672545058020122551148391556,Die Integration und Migration in der Schweiz sind mir ein Herzensa,,,SC,,GR
146293124685672545058020122551148391556,Die Integration und Migration in der Schweiz sind mir ein Herzensanliegen.,MC,CC,SC,MR,GR
146293280765152698158765181832730553476,Meiner MEinun,,,,,GR
146293280765152698158765181832730553476,"Meiner Meinung nach, bringen die Migrant:innen sehr viel Ressourcen mit ",,,SC,,GR
146293280765152698158765181832730553476,"Meiner Meinung nach, bringen die Migrant:innen sehr viel Ressourcen mit",,,SC,,GR
146293280765152698158765181832730553476,"Meiner Meinung nach, bringen die Migrant:innen sehr viel Ressourcen mit, die man einsetzen und förder ",,,SC,,GR
146293280765152698158765181832730553476,"Meiner Meinung nach, bringen die Migrant:innen sehr viel Ressourcen mit, die man einsetzen und förder",,,SC,,GR
146293280765152698158765181832730553476,"Meiner Meinung nach, bringen die Migrant:innen sehr viel Ressourcen mit, die man einsetzen und fördern sollt.",MC,,SC,,GR
146293280765152698158765181832730553476,"Meiner Meinung nach, bringen die Migrant:innen sehr viel Ressourcen mit, die man einsetzen und fördern sollt",,,SC,,GR
146293280765152698158765181832730553476,"Meiner Meinung nach, bringen die Migrant:innen sehr viel Ressourcen mit, die man einsetzen und fördern sollte ",,,SC,,GR
146293280765152698158765181832730553476,"Meiner Meinung nach, bringen die Migrant:innen sehr viel Ressourcen mit, die man einsetzen und fördern sollte",,,SC,,GR
146293280765152698158765181832730553476,"Meiner Meinung nach, bringen die Migrant:innen sehr viel Ressourcen mit, die man einsetzen und fördern sollte.",MC,CC,SC,MR,GR
146293280765152698158765181832730553476,"Meiner Meinung nachbringen die Migrant:innen sehr viel Ressourcen mit, die man einsetzen und fördern sollte.",MC,,SC,,
146293280765152698158765181832730553476,"Meiner Meinung nach bringen die Migrant:innen sehr viel Ressourcen mit, die man einsetzen und fördern sollte.",MC,,SC,,GR
146293280765152698158765181832730553476,"Meiner Meinung nach bringen die Migrant:innen sehr vielRessourcen mit, die man einsetzen und fördern sollte.",MC,,SC,,
146293280765152698158765181832730553476,"Meiner Meinung nach bringen die Migrant:innen sehr viele Ressourcen mit, die man einsetzen und fördern sollte.",MC,CC,SC,,GR
146293451897983728969734383887663279236,Migration ist schliesslich eine tAt,,,SC,,GR
146293451897983728969734383887663279236,Migration ist schliesslich eine ,,,SC,,GR
146293451897983728969734383887663279236,Migration ist schliesslich eine Tatsache und wird in der Zukunft noch vermehrt eine,,,SC,,GR
146293451897983728969734383887663279236,Migration ist schliesslich eine Tatsache und wird in der Zukunft noch vermehrt ein,,,SC,,GR
146293451897983728969734383887663279236,Migration ist schliesslich eine Tatsache und wird in der Zukunft noch vermehrt ein t,,,SC,,GR
146293451897983728969734383887663279236,Migration ist schliesslich eine Tatsache und wird in der Zukunft noch vermehrt ein ,,,SC,,GR
146293451897983728969734383887663279236,Migration ist schliesslich eine Tatsache und wird in der Zukunft noch vermehrt ein Thema sie,,,SC,,GR
146293451897983728969734383887663279236,Migration ist schliesslich eine Tatsache und wird in der Zukunft noch vermehrt ein Thema s,,,SC,,GR
146293451897983728969734383887663279236,Migration ist schliesslich eine Tatsache und wird in der Zukunft noch vermehrt ein Thema sein.,MC,CC,SC,MR,GR
146293569947945875223597398268149279876,Es ber,,,,,GR
146293569947945875223597398268149279876,Es be,,,,,GR
146293569947945875223597398268149279876,"Es betrifft uns alle,",,,SC,,GR
146293569947945875223597398268149279876,Es betrifft uns alle,,,SC,,GR
146293569947945875223597398268149279876,Es betrifft uns alle.,MC,CC,SC,MR,GR
146293626199941260351277089684354018436,Und auch wir f,,,,,GR
146293626199941260351277089684354018436,Und auch wir ,,,,,GR
146293626199941260351277089684354018436,Und auch wir wärn,,,,,GR
146293626199941260351277089684354018436,Und auch wir wär,,,,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in eine ",,,SC,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in ein",,,SC,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in ein anderes Land ei",,,SC,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in ein anderes Land ",,,SC,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in ein anderes Land ziehen müst",,,SC,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in ein anderes Land ziehen müssten, dass wir die nötige Unterstützung erhieltn",,,SC,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in ein anderes Land ziehen müssten, dass wir die nötige Unterstützung erhielt",,,SC,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in ein anderes Land ziehen müssten, dass wir die nötige Unterstützung erhielten zum ",,,SC,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in ein anderes Land ziehen müssten, dass wir die nötige Unterstützung erhielten ",,,SC,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in ein anderes Land ziehen müssten, dass wir die nötige Unterstützung erhielten um ein Leben in Wüd",,,SC,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in ein anderes Land ziehen müssten, dass wir die nötige Unterstützung erhielten um ein Leben in Wü",,,SC,,GR
146293626199941260351277089684354018436,"Und auch wir wären froh, wenn wir in ein anderes Land ziehen müssten, dass wir die nötige Unterstützung erhielten um ein Leben in Würde zu führen.",MC,CC,SC,,GR
146293897160257059135311659604664167556,Hierbei ist Sprach,,,SC,,GR
146293897160257059135311659604664167556,Hierbei ist Sprache der sch,,,SC,,GR
146293897160257059135311659604664167556,Hierbei ist Sprache der ,,,SC,,GR
146293897160257059135311659604664167556,Hierbei ist Sprache der SChl,,,SC,,GR
146293897160257059135311659604664167556,Hierbei ist Sprache der S,,,SC,,GR
146293897160257059135311659604664167556,Hierbei ist Sprache der Schlüssel.,MC,CC,SC,MR,GR
146293991441770451109873395921965067396,Mit Sprache am gesellschf,,,,,GR
146293991441770451109873395921965067396,Mit Sprache am gesellsch,,,,,GR
146293991441770451109873395921965067396,Mit Sprache am gesellschaftlichen Leben til,,,,,GR
146293991441770451109873395921965067396,Mit Sprache am gesellschaftlichen Leben t,,,,,GR
146293991441770451109873395921965067396,Mit Sprache am gesellschaftlichen Leben teilhaben.,MC,CC,,MR,GR
146294069085369715088924237595036396676,Das möchte ich allen Migratn,,,SC,,GR
146294069085369715088924237595036396676,Das,,,,,GR
146294069085369715088924237595036396676,Das wünsche ich allen Migratnt,,,SC,,GR
146294069085369715088924237595036396676,Das wünsche ich allen Migra,,,SC,,GR
146294069085369715088924237595036396676,Das wünsche ich allen Migrant.,MC,,SC,MR,GR
