tpsf_id,text_units_list,no_text_units
55,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,15
56,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,15
57,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,15
58,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,15
59,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,15
60,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,17
61,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,17
62,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,17
63,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,17
64,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,17
65,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,17
66,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,17
67,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,17
68,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,17
69,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,17
70,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN,18
71,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN,18
72,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN,18
73,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
74,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
75,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
76,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
77,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
78,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
79,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
80,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
81,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
82,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
83,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
84,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
85,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
86,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,19
87,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,21
88,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,21
89,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,21
90,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,21
91,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,21
92,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,21
93,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,21
94,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,21
95,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,21
96,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,21
97,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
98,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
99,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
100,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
101,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
102,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
103,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
104,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
105,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
106,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
107,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
108,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
109,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
110,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
111,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
112,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
113,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,23
114,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,25
115,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,25
116,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,25
117,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,25
118,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,25
119,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,25
120,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN,26
121,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN,26
122,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN,26
123,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN,26
124,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN,26
125,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
126,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
127,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
128,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
129,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
130,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
131,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
132,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
133,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
134,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
135,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
136,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
137,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
138,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
139,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
140,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
141,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
142,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
143,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
144,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
145,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
146,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
147,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
148,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
149,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
150,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
151,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
152,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
153,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
154,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
155,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
156,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
157,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
158,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEC,27
159,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEC,30
160,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEC,30
161,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEC,30
162,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEC,30
163,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
164,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
165,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
166,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
167,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
168,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
169,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
170,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
171,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
172,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
173,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
174,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
175,SEN-PIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-SEN-SIN-PIN-SEN-SIN-SEC,32
