sen_id,tpsf_id,sen_pos_in_text,sen_text
36164280612843017200818382574017883268,85,8,"|Si l'on prend une ville de moins grande envergure, les bus sont souvent de moins bonne qualité, tant par les zones qu'ils désservent que par leurs fréquences de passage, et leur prix est souvent plus élevé, car |"
36164280612843017200818382574017883268,86,8,"|Si l'on prend une ville de moins grande envergure, les bus sont souvent de moins bonne qualité, tant par les zones qu'ils désservent que par leurs fréquences de passage, et leur prix est souvent plus élevé, car le réseau est |"
36164280612843017200818382574017883268,87,8,"|Si l'on prend une ville de moins grande envergure, les bus sont souvent de moins bonne qualité, tant par les zones qu'ils désservent que par leurs fréquences de passage, et leur prix est souvent plus élevé, |"
36164280612843017200818382574017883268,88,8,"|Si l'on prend une ville de moins grande envergure, les bus sont souvent de moins bonne qualité, tant par les zones qu'ils désservent que par leurs fréquences de passage, et leur prix est souvent plus élevé, probablm|"
36164280612843017200818382574017883268,89,8,"|Si l'on prend une ville de moins grande envergure, les bus sont souvent de moins bonne qualité, tant par les zones qu'ils désservent que par leurs fréquences de passage, et leur prix est souvent plus élevé, probabl|"
36164280612843017200818382574017883268,90,8,"|Si l'on prend une ville de moins grande envergure, les bus sont souvent de moins bonne qualité, tant par les zones qu'ils désservent que par leurs fréquences de passage, et leur prix est souvent plus élevé, probablement parce que le réseau est moins fréqua|"
36164280612843017200818382574017883268,91,8,"|Si l'on prend une ville de moins grande envergure, les bus sont souvent de moins bonne qualité, tant par les zones qu'ils désservent que par leurs fréquences de passage, et leur prix est souvent plus élevé, probablement parce que le réseau est moins fréqu|"
36164280612843017200818382574017883268,92,8,"|Si l'on prend une ville de moins grande envergure, les bus sont souvent de moins bonne qualité, tant par les zones qu'ils désservent que par leurs fréquences de passage, et leur prix est souvent plus élevé, probablement parce que le réseau est moins fréquenté.|"

36225584988151679517318139076469369988,92,9,|Pourrait |
36225584988151679517318139076469369988,93,9,|Pourrait|
36225584988151679517318139076469369988,94,9,|Pourrait-on rendre |

36237568247731961998379162598957689988,96,9,|Si l'on rendait c'|
36237568247731961998379162598957689988,97,9,|Si l'on rendait c|
36237568247731961998379162598957689988,98,9,"|Si l'on rendait ces transports gratuits,|"
36237568247731961998379162598957689988,99,9,|Si l'on rendait ce|
36237568247731961998379162598957689988,100,9,|Si l'on rendait ce type de transports gratuis|
36237568247731961998379162598957689988,101,9,|Si l'on rendait ce type de transports gratui|
36237568247731961998379162598957689988,102,9,|Si l'on rendait ce type de transports gratuits|
36237568247731961998379162598957689988,105,9,|Si l'on rendait ce type de transports gratuits |
36237568247731961998379162598957689988,106,9,|Si l'on rendait ce type de transports gratuits|
36237568247731961998379162598957689988,107,9,"|Si l'on rendait ce type de transports gratuits, seraient |"
36237568247731961998379162598957689988,108,9,"|Si l'on rendait ce type de transports gratuits, seraient|"
36237568247731961998379162598957689988,109,9,"|Si l'on rendait ce type de transports gratuits, seraient-ils auss|"
36237568247731961998379162598957689988,110,9,"|Si l'on rendait ce type de transports gratuits, seraient-ils |"
36237568247731961998379162598957689988,111,9,"|Si l'on rendait ce type de transports gratuits, seraient-ils d'aussi bonne qualité ?|"

36291670783068077686591665956323634308,111,10,|Le p|

36299992909258576012612491812866927748,113,10,|Il sembler|

36305131647879251197548809073485720708,115,10,"|Non, probablement pas, car plus de personnes fréquenteraient le réseau de bus, ce qui nécessiterait plus de |"
36305131647879251197548809073485720708,116,10,"|Non, probablement pas, car plus de personnes fréquenteraient le réseau de bus, ce qui nécessiterait |"
36305131647879251197548809073485720708,117,10,"|Non, probablement pas, car plus de personnes fréquenteraient le réseau de bus, ce qui nécessiterait le passage de plus de bus, donc plus de conducteurs, donc |"
36305131647879251197548809073485720708,118,10,"|Non, probablement pas, car plus de personnes fréquenteraient le réseau de bus, ce qui nécessiterait le passage de plus de bus, donc plus de conducteurs, |"
36305131647879251197548809073485720708,119,10,"|Non, probablement pas, car plus de personnes fréquenteraient le réseau de bus, ce qui nécessiterait le passage de plus de bus, donc plus de conducteurs, qu'il faut payer pour|"
36305131647879251197548809073485720708,120,10,"|Non, probablement pas, car plus de personnes fréquenteraient le réseau de bus, ce qui nécessiterait le passage de plus de bus, donc plus de conducteurs, qu'il faut payer|"
36305131647879251197548809073485720708,121,10,"|Non, probablement pas, car plus de personnes fréquenteraient le réseau de bus, ce qui nécessiterait le passage de plus de bus, donc plus de conducteurs, qu'il faut payer p|"
36305131647879251197548809073485720708,122,10,"|Non, probablement pas, car plus de personnes fréquenteraient le réseau de bus, ce qui nécessiterait le passage de plus de bus, donc plus de conducteurs, qu'il faut payer |"
36305131647879251197548809073485720708,123,10,"|Non, probablement pas, car plus de personnes fréquenteraient le réseau de bus, ce qui nécessiterait le passage de plus de bus, donc plus de conducteurs, qu'il faut payer pour leurs services.|"

36343258616525990624728950228705913988,123,11,|La qualité des véhiculse|
36343258616525990624728950228705913988,124,11,|La qualité des véhicul|
36343258616525990624728950228705913988,125,11,|La qualité des véhicules pourraient |

36373069797235232867035273010898840708,129,11,|Laisser ces transports payants semblerait être plus judicieux pour garder des transports dont la qualité es |
36373069797235232867035273010898840708,130,11,|Laisser ces transports payants semblerait être plus judicieux pour garder des transports dont la qualité  |
36373069797235232867035273010898840708,131,11,|Laisser ces transports payants semblerait être plus judicieux pour garder des transports dont la qualité reste adaptée à chaque ville est |
36373069797235232867035273010898840708,132,11,|Laisser ces transports payants semblerait être plus judicieux pour garder des transports dont la qualité reste adaptée à chaque ville  |
36373069797235232867035273010898840708,133,11,|Laisser ces transports payants semblerait être plus judicieux pour garder des transports dont la qualité reste adaptée à chaque ville et à sa poo |
36373069797235232867035273010898840708,134,11,|Laisser ces transports payants semblerait être plus judicieux pour garder des transports dont la qualité reste adaptée à chaque ville et à sa po |
36373069797235232867035273010898840708,135,11,|Laisser ces transports payants semblerait être plus judicieux pour garder des transports dont la qualité reste adaptée à chaque ville et à sa population.|

36405690408587230922752662861570681988,135,12,|Cet exemple |
36405690408587230922752662861570681988,136,12,|Ce |
36405690408587230922752662861570681988,137,12,|Ce raisonnement est-il aussi applicable à d'autres |
36405690408587230922752662861570681988,138,12,|Ce raisonnement est-il aussi applicable à d'autre |
36405690408587230922752662861570681988,139,12,|Ce raisonnement est-il aussi applicable à d'autres types de transports en commun ?|
36405690408587230922752662861570681988,140,12,|Ce raisonnement est-il aussi applicable à d'autres types de transports en commun |
36405690408587230922752662861570681988,141,12,"|Ce raisonnement est-il aussi applicable à d'autres types de transports en commun, tel  |"
36405690408587230922752662861570681988,142,12,"|Ce raisonnement est-il aussi applicable à d'autres types de transports en commun, tel |"
36405690408587230922752662861570681988,143,12,"|Ce raisonnement est-il aussi applicable à d'autres types de transports en commun, tels que le TGV et |"
36405690408587230922752662861570681988,144,12,"|Ce raisonnement est-il aussi applicable à d'autres types de transports en commun, tels que le TGV  |"
36405690408587230922752662861570681988,145,12,"|Ce raisonnement est-il aussi applicable à d'autres types de transports en commun, tels que le TGV ou l |"
36405690408587230922752662861570681988,146,12,"|Ce raisonnement est-il aussi applicable à d'autres types de transports en commun, tels que le TGV |"
36405690408587230922752662861570681988,147,12,"|Ce raisonnement est-il aussi applicable à d'autres types de transports en commun, tels que le TGV, le métro ou le tramway ?|"
36405690408587230922752662861570681988,224,12,"|Ce raisonnement est-il aussi applicable à d'autres types de transports en commun, tels que le TGV,  ?|"
36405690408587230922752662861570681988,225,12,"|Ce raisonnement est-il aussi applicable à d'autres types de transports en commun, tels que le TGV, ou le métro ?|"

36491587205540320889641455406206463108,149,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre acce |"
36491587205540320889641455406206463108,150,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre acc |"
36491587205540320889641455406206463108,151,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicues |"
36491587205540320889641455406206463108,152,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicu |"
36491587205540320889641455406206463108,153,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité re |"
36491587205540320889641455406206463108,154,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité  |"
36491587205540320889641455406206463108,155,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité entraine |"
36491587205540320889641455406206463108,156,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité entra |"
36491587205540320889641455406206463108,157,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité entraînerait une c |"
36491587205540320889641455406206463108,158,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité entraînerait une  |"
36491587205540320889641455406206463108,159,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité entraînerait une sur  |"
36491587205540320889641455406206463108,160,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité entraînerait une sur |"
36491587205540320889641455406206463108,161,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité entraînerait une sur-fré |"
36491587205540320889641455406206463108,162,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité  |"
36491587205540320889641455406206463108,163,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité pourrait entraîner une sur-fréquentation de ces derniers, ou encore |"
36491587205540320889641455406206463108,164,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité pourrait entraîner une sur-fréquentation de ces derniers |"
36491587205540320889641455406206463108,165,13,"|Il semblerait que oui : pour les mêmes raisons, laisser un libre accès à des véhicules en commun dont le nombre de places est limité pourrait entraîner une sur-fréquentation de ces derniers.|"

36609177644343992019497793337295154308,165,14,|On  |

36626151485881048011183834193215138948,167,14,|Une solution à cette sur-fréquentation pourrait être d |
36626151485881048011183834193215138948,168,14,|Une solution à cette sur-fréquentation pourrait être  |
36626151485881048011183834193215138948,169,14,|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver les |
36626151485881048011183834193215138948,170,14,|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver  |
36626151485881048011183834193215138948,171,14,|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports ( m |
36626151485881048011183834193215138948,172,14,|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports ( |
36626151485881048011183834193215138948,173,14,|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (mêmes s |
36626151485881048011183834193215138948,174,14,|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même |
36626151485881048011183834193215138948,175,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela dev |"
36626151485881048011183834193215138948,176,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais  |"
36626151485881048011183834193215138948,177,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais on p |"
36626151485881048011183834193215138948,178,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais  |"
36626151485881048011183834193215138948,179,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela devrait provoquer une  |"
36626151485881048011183834193215138948,180,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela devra |"
36626151485881048011183834193215138948,181,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela devrait entraîner  |"
36626151485881048011183834193215138948,182,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela  |"
36626151485881048011183834193215138948,183,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela obligerait aussi ces mêmes  |"
36626151485881048011183834193215138948,184,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela obligerait aussi ces  |"
36626151485881048011183834193215138948,185,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela obligerait aussi ces gens à réserver leur places  |"
36626151485881048011183834193215138948,186,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela obligerait aussi ces gens à réserver leur  |"
36626151485881048011183834193215138948,187,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela obligerait aussi ces gens à réserver leur place toujours plus à l'avance, à lin |"
36626151485881048011183834193215138948,188,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela obligerait aussi ces gens à réserver leur place toujours plus à l'avance, à l |"
36626151485881048011183834193215138948,189,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela obligerait aussi ces gens à réserver leur place toujours plus à l'avance, à l'instar des consultations médicinales.|"
36626151485881048011183834193215138948,190,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela obligerait aussi ces gens à réserver leur place toujours plus à l'avance, à l'instar des consultations médicinales |"
36626151485881048011183834193215138948,191,14,"|Une solution à cette sur-fréquentation pourrait être d'obliger les gens à réserver leur place dans ces transports (même si elles restent gratuites), mais cela obligerait aussi ces gens à réserver leur place toujours plus à l'avance, à l'instar des consultations médicinales.|"

36851492225704118640167391896760790148,191,15,|Etce |
36851492225704118640167391896760790148,192,15,|Et |
36851492225704118640167391896760790148,193,15,|Et ceci ne serv |

36894202543552308259277319569507921028,195,15,|Reserver |
36894202543552308259277319569507921028,196,15,|R |
36894202543552308259277319569507921028,197,15,|Réserver ses pl |
36894202543552308259277319569507921028,198,15,|Réserver ses p |
36894202543552308259277319569507921028,199,15,|Réserver ses pm |
36894202543552308259277319569507921028,200,15,|Réserver ses p |
36894202543552308259277319569507921028,201,15,"|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable,  |"
36894202543552308259277319569507921028,202,15,|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable |
36894202543552308259277319569507921028,203,15,|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait dès lors |
36894202543552308259277319569507921028,204,15,|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait  |
36894202543552308259277319569507921028,205,15,|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfastes |
36894202543552308259277319569507921028,206,15,|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste |
36894202543552308259277319569507921028,207,15,|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des t |
36894202543552308259277319569507921028,208,15,|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des  |
36894202543552308259277319569507921028,209,15,|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des transports tels que nous la connaissons actuellee |
36894202543552308259277319569507921028,210,15,|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des transports tels que nous la connaissons actuelle |
36894202543552308259277319569507921028,211,15,|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des transports tels que nous la connaissons actuellement.|
36894202543552308259277319569507921028,227,15,|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des transports tels que nous la connaissons actuellement|
36894202543552308259277319569507921028,228,15,"|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des transports tels que nous la connaissons actuellement, et supprimerait tout accé|"
36894202543552308259277319569507921028,229,15,"|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des transports tels que nous la connaissons actuellement, et supprimerait |"
36894202543552308259277319569507921028,230,15,"|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des transports tels que nous la connaissons actuellement, et supprimerait presuqe|"
36894202543552308259277319569507921028,231,15,"|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des transports tels que nous la connaissons actuellement, et supprimerait pres|"
36894202543552308259277319569507921028,232,15,"|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des transports tels que nous la connaissons actuellement, et supprimerait presque toute possibilité de les utiliser en urgence (pour al|"
36894202543552308259277319569507921028,233,15,"|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des transports tels que nous la connaissons actuellement, et supprimerait presque toute possibilité de les utiliser en urgence (pour |"
36894202543552308259277319569507921028,234,15,"|Réserver ses places autant en avance quand nous devons suivre un emploi du temps pas toujours stable semblerait plutôt néfaste pour l'utilisation des transports tels que nous la connaissons actuellement, et supprimerait presque toute possibilité de les utiliser en urgence (pour rendre visite à un proche malade par exmple).|"

