sen_id,tpsf_id,sen_pos_in_text,sen_text
107388060690090860756812008444107467908,66,7,|La première méthode requière l'utilisation de rétrovirus infectant les enbryons à différents stades de leur développement.|
107388060690090860756812008444107467908,67,7,|La première méthode requière l'utilisation de rétrovirus infectant les ebryons à différents stades de leur développement.|
107388060690090860756812008444107467908,68,7,|La première méthode requière l'utilisation de rétrovirus infectant les embryons à différents stades de leur développement.|

107414814456008677538330596365256928388,69,8,|Mais |
107414814456008677538330596365256928388,70,8,|Mais|
107414814456008677538330596365256928388,71,8,"|Mais, à cause de nombreux problèmes techniques, cette méthode n'est plus pratiqué de façon routinière.|"
107414814456008677538330596365256928388,72,8,"|Mais, à cause de nombreux problèmes techniques, cette méthode n'est plus pratiqué de façon routinière pour la production de souris trangéniques.|"

107423419426739351788036631173702921348,73,9,|La deuxième méthode fut grandement |
107423419426739351788036631173702921348,74,9,|La deuxième méthode fut|
107423419426739351788036631173702921348,75,9,|La deuxième méthode fut |
107423419426739351788036631173702921348,76,9,|La deuxième méthode fut|
107423419426739351788036631173702921348,77,9,|La deuxième méthode fut |
107423419426739351788036631173702921348,78,9,|La deuxième méthode |
107423419426739351788036631173702921348,79,9,|La deuxième méthode est fortm|
107423419426739351788036631173702921348,80,9,|La deuxième méthode est fort|
107423419426739351788036631173702921348,81,9,|La deuxième méthode est fortement utilisée depuis|
107423419426739351788036631173702921348,82,9,|La deuxième méthode est fortement utilisée|
107423419426739351788036631173702921348,83,9,"|La deuxième méthode est fortement utilisée, et ce deu|"
107423419426739351788036631173702921348,84,9,"|La deuxième méthode est fortement utilisée, et ce de|"
107423419426739351788036631173702921348,85,9,"|La deuxième méthode est fortement utilisée, et ce depuis sa |"
107423419426739351788036631173702921348,86,9,"|La deuxième méthode est fortement utilisée, et ce depuis s|"
107423419426739351788036631173702921348,87,9,"|La deuxième méthode est fortement utilisée, et ce depuis son élaboration il y a près de 25 ans.|"

107463687932618851780261925821900696708,87,10,|Elle inclut l'|
107463687932618851780261925821900696708,88,10,|Elle inclut l|
107463687932618851780261925821900696708,89,10,|Elle inclut la microinjestion|
107463687932618851780261925821900696708,90,10,|Elle inclut la microinj|
107463687932618851780261925821900696708,91,10,|Elle inclut la microinjection d'ADN étranger directement dans le proy|
107463687932618851780261925821900696708,92,10,|Elle inclut la microinjection d'ADN étranger directement dans le pro|
107463687932618851780261925821900696708,93,10,|Elle inclut la microinjection d'ADN étranger directement dans le protonucléus de|
107463687932618851780261925821900696708,94,10,|Elle inclut la microinjection d'ADN étranger directement dans le protonucléus d|
107463687932618851780261925821900696708,95,10,|Elle inclut la microinjection d'ADN étranger directement dans le protonucléus d'un embryon de souris unicellulaire fertilisé.|

107492080929219088690925324167382609028,95,11,|Ces embyons ayant reçu la microinjection sont ensuite transférés dans l'oviducte d'une femelle pseudo gestantequi |
107492080929219088690925324167382609028,96,11,|Ces embyons ayant reçu la microinjection sont ensuite transférés dans l'oviducte d'une femelle pseudo gestante|
107492080929219088690925324167382609028,97,11,|Ces embyons ayant reçu la microinjection sont ensuite transférés dans l'oviducte d'une femelle pseudo gestante qui produit une portée dont |
107492080929219088690925324167382609028,98,11,|Ces embyons ayant reçu la microinjection sont ensuite transférés dans l'oviducte d'une femelle pseudo gestante qui produit une portée |
107492080929219088690925324167382609028,99,11,|Ces embyons ayant reçu la microinjection sont ensuite transférés dans l'oviducte d'une femelle pseudo gestante qui produit une portée dans laquell;e|
107492080929219088690925324167382609028,100,11,|Ces embyons ayant reçu la microinjection sont ensuite transférés dans l'oviducte d'une femelle pseudo gestante qui produit une portée dans laquell|
107492080929219088690925324167382609028,101,11,|Ces embyons ayant reçu la microinjection sont ensuite transférés dans l'oviducte d'une femelle pseudo gestante qui produit une portée dans laquelle plusieurs individus portera|
107492080929219088690925324167382609028,102,11,|Ces embyons ayant reçu la microinjection sont ensuite transférés dans l'oviducte d'une femelle pseudo gestante qui produit une portée dans laquelle plusieurs individus porter|
107492080929219088690925324167382609028,103,11,|Ces embyons ayant reçu la microinjection sont ensuite transférés dans l'oviducte d'une femelle pseudo gestante qui produit une portée dans laquelle plusieurs individus porteront le transgèmne|
107492080929219088690925324167382609028,104,11,|Ces embyons ayant reçu la microinjection sont ensuite transférés dans l'oviducte d'une femelle pseudo gestante qui produit une portée dans laquelle plusieurs individus porteront le transgè|
107492080929219088690925324167382609028,105,11,|Ces embyons ayant reçu la microinjection sont ensuite transférés dans l'oviducte d'une femelle pseudo gestante qui produit une portée dans laquelle plusieurs individus porteront le transgène.|

107535317322066373025236872971959970948,105,12,|La troisième méthode utilise la manipulation ciblée de cellules souches embryonaires de souris dans les locus chromosonals désirés|
107535317322066373025236872971959970948,106,12,|La troisième méthode utilise la manipulation ciblée de cellules souches embryonaires de souris dans les locus chromosona désirés|
107535317322066373025236872971959970948,107,12,|La troisième méthode utilise la manipulation ciblée de cellules souches embryonaires de souris dans les locus chromosonaux désirés|
107535317322066373025236872971959970948,108,12,|La troisième méthode utilise la manipulation ciblée de cellules souches embryonaires de souris dans les locus chromosonaux désirés.|

107548920005288447069358308532793158788,108,13,|Les ceul|
107548920005288447069358308532793158788,109,13,|Les ce|
107548920005288447069358308532793158788,110,13,|Les cellules souches sont pluripotentes et peuvent contribuer à des nombreuses descendances cellulaires de l'embryon lui-même quand elles sont injectées dans les blastocytes récepteurs.|
107548920005288447069358308532793158788,123,13,|Les cellules souches sont pluripotentes et peuvent contribuer à de nombreuses descendances cellulaires de l'embryon lui-même quand elles sont injectées dans les blastocytes récepteurs.|

107559112708395907176389717962003885188,110,14,|Normallement les blastocytes donneurs sont obe|
107559112708395907176389717962003885188,111,14,|Normallement les blastocytes donneurs sont ob|
107559112708395907176389717962003885188,112,14,|Normallement les blastocytes donneurs sont obtenus |
107559112708395907176389717962003885188,113,14,"|Normallement, les blastocytes donneurs sont obtenus |"
107559112708395907176389717962003885188,114,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet une identificaton |"
107559112708395907176389717962003885188,115,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet une identificat|"
107559112708395907176389717962003885188,116,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet une identification facile de |"
107559112708395907176389717962003885188,117,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet une identification|"
107559112708395907176389717962003885188,118,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet  identification|"
107559112708395907176389717962003885188,119,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet facilement identification|"
107559112708395907176389717962003885188,120,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet facilement l'identification|"
107559112708395907176389717962003885188,121,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet l'identification|"
107559112708395907176389717962003885188,122,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet l'identification facile de |"
107559112708395907176389717962003885188,124,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet l'identification facile de la descendance résultante |"
107559112708395907176389717962003885188,125,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet l'identification facile de la descendance résultante|"
107559112708395907176389717962003885188,126,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet l'identification facile de la descendance résultante, qui exhibe une fourrure charactéristique |"
107559112708395907176389717962003885188,127,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet l'identification facile de la descendance résultante, qui exhibe une fourrure tachée charactéristique |"
107559112708395907176389717962003885188,128,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet l'identification facile de la descendance résultante, qui exhibe une fourrure tachée |"
107559112708395907176389717962003885188,129,14,"|Normallement, les blastocytes donneurs sont obtenus à partir de souris ayant une couleur de fourrure différente des souris fournissant les blastocytes récepteurs, ce qui permet l'identification facile de la descendance résultante, qui exhibe une fourrure tachée particulière.|"

